            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459156.824000000, A.D. 2020-Nov-03 07:46:33.6000,  3.557130793347730E-03,  1.771484218683033E-03,  9.770267096138952E+01,  1.676936449662568E+02,  3.940973499679052E+01,  2.459155472968672E+06,  8.688027139401242E+01,  1.173779684582251E+02,  1.177391883001411E+02,  1.777808114672398E-03,  1.784132010661762E-03,  4.143633465040145E+00,
2459167.782000000, A.D. 2020-Nov-14 06:46:04.8000,  3.160928365829034E-03,  1.771990491844795E-03,  9.770272229170190E+01,  1.676937484124880E+02,  4.328260152270664E+01,  2.459167950025093E+06,  8.689484090137394E+01,  3.453994863207733E+02,  3.453078293331888E+02,  1.777609387781999E-03,  1.783228283719203E-03,  4.142938709199107E+00,
2459178.740000000, A.D. 2020-Nov-25 05:45:36.0000,  3.661969609012602E-03,  1.771126217064849E-03,  9.770279699685916E+01,  1.676938269947495E+02,  5.103984376470068E+01,  2.459180471546178E+06,  8.689289946705259E+01,  2.095409320754331E+02,  2.093348563673045E+02,  1.777635865580495E-03,  1.784145514096142E-03,  4.143031274223991E+00,
2459189.698000000, A.D. 2020-Dec-06 04:45:07.2000,  3.953032656596593E-03,  1.771566668249428E-03,  9.770286118081387E+01,  1.676938739483150E+02,  5.605401282568287E+01,  2.459188817559923E+06,  8.682243677365105E+01,  7.644195289095042E+01,  7.688282004315535E+01,  1.778597522338173E-03,  1.785628376426917E-03,  4.146393644059217E+00,
2459200.656000000, A.D. 2020-Dec-17 03:44:38.4000,  4.176339103252177E-03,  1.770451635977764E-03,  9.770287611313660E+01,  1.676939050324333E+02,  5.246616796056710E+01,  2.459201209029546E+06,  8.687524759499240E+01,  3.119554213076792E+02,  3.115982790689817E+02,  1.777876651759265E-03,  1.785301667540766E-03,  4.143873081988786E+00,
2459211.614000000, A.D. 2020-Dec-28 02:44:09.6000,  4.292512213468163E-03,  1.770254157613691E-03,  9.770292110409281E+01,  1.676939820587167E+02,  4.484526117755028E+01,  2.459213553922888E+06,  8.687458043849094E+01,  1.914700130201802E+02,  1.913727108904275E+02,  1.777885753926572E-03,  1.785517350239453E-03,  4.143904905012896E+00,
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  4.249300615957403E-03,  1.770221402066072E-03,  9.770297987434398E+01,  1.676940564823734E+02,  3.836210883632462E+01,  2.459221767798107E+06,  8.688264717188058E+01,  6.987118937382425E+01,  7.032921436671144E+01,  1.777775705466344E-03,  1.785330008866616E-03,  4.143520158724093E+00,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  3.854467526388009E-03,  1.770574216975962E-03,  9.770303560478889E+01,  1.676941234280572E+02,  3.974168834210185E+01,  2.459234215645827E+06,  8.690834483139710E+01,  3.004116560329160E+02,  3.000298099334701E+02,  1.777425244862867E-03,  1.784276272749774E-03,  4.142294974071856E+00,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  3.282951503680038E-03,  1.772430223898987E-03,  9.770307523980898E+01,  1.676941888516464E+02,  4.057554942100983E+01,  2.459242513517999E+06,  8.684655679227600E+01,  1.714769632075233E+02,  1.715324930764384E+02,  1.778268192134300E-03,  1.784106160369614E-03,  4.145242060212775E+00,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  3.177790163920050E-03,  1.772429829329273E-03,  9.770312538057971E+01,  1.676942470073031E+02,  4.565521616920277E+01,  2.459255004949341E+06,  8.686033063227195E+01,  3.830980609726081E+01,  3.853625138519856E+01,  1.778080195083871E-03,  1.783730560838470E-03,  4.144584730215684E+00,
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  3.389624715728661E-03,  1.772021355639256E-03,  9.770317890701288E+01,  1.676943036788726E+02,  5.046042308811604E+01,  2.459267493104365E+06,  8.686266987814413E+01,  2.653974870576612E+02,  2.650104517337801E+02,  1.778048272007812E-03,  1.784075188376369E-03,  4.144473114918392E+00,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  3.965198522640531E-03,  1.771022344924997E-03,  9.770323368512000E+01,  1.676943389971788E+02,  5.405326199111426E+01,  2.459275822670068E+06,  8.686087571226984E+01,  1.337075459305656E+02,  1.340348821429211E+02,  1.778072756391789E-03,  1.785123167858581E-03,  4.144558721610343E+00,
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  4.006774268437089E-03,  1.770231328714443E-03,  9.770327406466380E+01,  1.676944264763094E+02,  5.174524579222525E+01,  2.459288228627834E+06,  8.691365991871905E+01,  7.941489303323571E+00,  8.005241403649483E+00,  1.777352780099682E-03,  1.784474231484920E-03,  4.142041657625154E+00,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  4.290815289120270E-03,  1.770180981663776E-03,  9.770332469687679E+01,  1.676945068495891E+02,  4.659673069523949E+01,  2.459300601605998E+06,  8.688018943816294E+01,  2.450048601442553E+02,  2.445602311728962E+02,  1.777809232700587E-03,  1.785437483737398E-03,  4.143637373813857E+00,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  4.053181460642764E-03,  1.770737982187041E-03,  9.770338418540086E+01,  1.676945815304804E+02,  3.932945893517199E+01,  2.459308806349625E+06,  8.687028846235917E+01,  1.241941404849940E+02,  1.245772195948073E+02,  1.777944313115014E-03,  1.785150644042987E-03,  4.144109641767654E+00,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  3.874940208432052E-03,  1.771145938064640E-03,  9.770341496899776E+01,  1.676946144627320E+02,  3.746406881288976E+01,  2.459321217625183E+06,  8.686358967533774E+01,  3.579478318155533E+02,  3.579318538305165E+02,  1.778035720168750E-03,  1.784925502272860E-03,  4.144429229157346E+00,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  3.333234931821214E-03,  1.772590952739077E-03,  9.770348203019967E+01,  1.676946698353688E+02,  3.950514537680728E+01,  2.459333674283049E+06,  8.682817389211235E+01,  2.278229427623148E+02,  2.275406727761371E+02,  1.778519174980034E-03,  1.784447397220991E-03,  4.146119673636291E+00,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  3.277142261827245E-03,  1.771748689804525E-03,  9.770352220968090E+01,  1.676947364722168E+02,  4.506722993674813E+01,  2.459342026262556E+06,  8.689743188032796E+01,  9.417400069561299E+01,  9.454842317106791E+01,  1.777574052856669E-03,  1.783399415908812E-03,  4.142815181187163E+00,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  3.401612850498008E-03,  1.771559841339855E-03,  9.770359870158538E+01,  1.676948050452214E+02,  5.245271534162988E+01,  2.459354543674845E+06,  8.689504746327037E+01,  3.186662117715811E+02,  3.184079494504330E+02,  1.777606570693857E-03,  1.783653300047859E-03,  4.142928860844092E+00,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  4.037876903533304E-03,  1.770654724160072E-03,  9.770363341144551E+01,  1.676948731507874E+02,  5.206446942322633E+01,  2.459366971539533E+06,  8.687841816325727E+01,  1.909746029315262E+02,  1.908869501319014E+02,  1.777833396570414E-03,  1.785012068980756E-03,  4.143721854183709E+00,
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  4.319572366174189E-03,  1.770114771221579E-03,  9.770367224946887E+01,  1.676949495091685E+02,  4.951819192276231E+01,  2.459375230932445E+06,  8.688130009824081E+01,  6.542748829082767E+01,  6.587865500085023E+01,  1.777794081408379E-03,  1.785473391595178E-03,  4.143584403006526E+00,
