            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459211.614000000, A.D. 2020-Dec-28 02:44:09.6000,  1.919247342825922E-02,  1.457558189035836E-03,  1.967241932941902E+00,  3.088478964743810E+02,  1.881414372680371E+02,  2.459211681124482E+06,  5.316126081964641E+02,  3.243157789144589E+02,  3.230075306250849E+02,  1.486079734859399E-03,  1.514601280682963E-03,  6.771848418368540E-01,
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  1.903552184755174E-02,  1.457526308731500E-03,  1.713273615098161E+00,  3.095880547962535E+02,  2.071415059576342E+02,  2.459222510217069E+06,  5.317576646536273E+02,  3.285354742304817E+01,  3.406092031227647E+01,  1.485809467307735E-03,  1.514092625883971E-03,  6.770001147693741E-01,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  1.642504205091972E-02,  1.461766748207703E-03,  1.478921233834723E+00,  3.129445153608070E+02,  2.200774759671214E+02,  2.459233332684698E+06,  5.315602745977492E+02,  1.048849761840416E+02,  1.066941424968478E+02,  1.486177272402028E-03,  1.510587796596352E-03,  6.772515125823219E-01,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  1.509473754225069E-02,  1.464877167572545E-03,  1.283246432875965E+00,  3.195665961033617E+02,  2.220629323785215E+02,  2.459244818516124E+06,  5.309435049507637E+02,  1.845146104996369E+02,  1.843809734291516E+02,  1.487327993270201E-03,  1.509778818967857E-03,  6.780382406851065E-01,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  1.739903811284018E-02,  1.457840478383698E-03,  1.163996423634150E+00,  3.301225370378278E+02,  2.205370764617988E+02,  2.459255626521881E+06,  5.329165537557332E+02,  2.637969011797744E+02,  2.618198314557986E+02,  1.483654642046966E-03,  1.509468805710233E-03,  6.755278991858996E-01,
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  2.028755610295384E-02,  1.457891363653837E-03,  1.149440591509107E+00,  3.426074809278398E+02,  2.237718753950179E+02,  2.459266448470187E+06,  5.305406094292714E+02,  3.364067600792467E+02,  3.354542143412373E+02,  1.488080888158077E-03,  1.518270412662318E-03,  6.785531467370040E-01,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  1.946021335413654E-02,  1.457758870596636E-03,  1.247842040951083E+00,  3.538949523017797E+02,  2.316439986630591E+02,  2.459277276405845E+06,  5.312852168741983E+02,  4.547490941343284E+01,  4.709211075918300E+01,  1.486690178664955E-03,  1.515621486733275E-03,  6.776021401800899E-01,
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  1.656750342606982E-02,  1.459687457856260E-03,  1.426966639726400E+00,  1.458015418353498E+00,  2.370696224477161E+02,  2.459288093134539E+06,  5.325807418358044E+02,  1.208241755153621E+02,  1.224371586306391E+02,  1.484278242727895E-03,  1.508869027599530E-03,  6.759538445928047E-01,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  1.550876852399210E-02,  1.463361716420226E-03,  1.657232839142041E+00,  5.528645784099465E+00,  2.411465930168417E+02,  2.459299577300880E+06,  5.314332035068053E+02,  2.009415745227875E+02,  2.003177005139033E+02,  1.486414169709026E-03,  1.509466622997825E-03,  6.774134503159436E-01,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  1.759439843483900E-02,  1.459676269147901E-03,  1.905912218046393E+00,  6.751637598052287E+00,  2.494678643635713E+02,  2.459310387033128E+06,  5.317528965747485E+02,  2.796876967415076E+02,  2.776933000183000E+02,  1.485818349185260E-03,  1.511960429222620E-03,  6.770061852392651E-01,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  1.993398560660727E-02,  1.458179488892251E-03,  2.158625192001205E+00,  6.216142228697055E+00,  2.673843374419781E+02,  2.459321211728095E+06,  5.306705136475462E+02,  3.505922227177779E+02,  3.502094394459768E+02,  1.487838030782839E-03,  1.517496572673427E-03,  6.783870419435064E-01,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  1.839890749525241E-02,  1.457369456926294E-03,  2.401067486345102E+00,  4.296377321551904E+00,  2.888180004094972E+02,  2.459332040473788E+06,  5.323613218690554E+02,  5.937224196809978E+01,  6.120765976022864E+01,  1.484686058373805E-03,  1.512002659821315E-03,  6.762324481727638E-01,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  1.522225338072653E-02,  1.464432823180342E-03,  2.623977056424633E+00,  1.590407299233436E+00,  3.048604329497187E+02,  2.459342856968597E+06,  5.310820193590949E+02,  1.343804282914845E+02,  1.356106531026149E+02,  1.487069369924043E-03,  1.509705916667745E-03,  6.778613978203306E-01,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  1.498904984728709E-02,  1.465505179106073E-03,  2.821151591862078E+00,  3.582051731843545E+02,  3.149204427717714E+02,  2.459354339517922E+06,  5.306876631191270E+02,  2.159087884134086E+02,  2.149165282075330E+02,  1.487805977059307E-03,  1.510106775012540E-03,  6.783651194830742E-01,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  1.794711341748503E-02,  1.457408908616292E-03,  2.987242398752126E+00,  3.544838849582100E+02,  3.316058798099241E+02,  2.459365155039863E+06,  5.327072719005995E+02,  2.912595267289333E+02,  2.893275480640464E+02,  1.484043200247583E-03,  1.510677491878874E-03,  6.757932902165716E-01,
