            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459178.740000000, A.D. 2020-Nov-25 05:45:36.0000,  7.151507229792355E-03,  8.563970281432212E-04,  2.226394661091305E+00,  3.377277952583560E+02,  1.677286865021741E+00,  2.459178735361879E+06,  1.202181898211299E+03,  5.575865510632578E+00,  5.656205883586320E+00,  8.625656727883377E-04,  8.687343174334542E-04,  2.994555154553869E-01,
2459189.698000000, A.D. 2020-Dec-06 04:45:07.2000,  4.914514211812672E-03,  8.547284117914613E-04,  2.210361339446909E+00,  3.375155541595692E+02,  8.020454429699075E+01,  2.459189706371608E+06,  1.209781160848792E+03,  3.498721857840148E+02,  3.497725544810821E+02,  8.589497324588631E-04,  8.631710531262648E-04,  2.975744801211990E-01,
2459200.656000000, A.D. 2020-Dec-17 03:44:38.4000,  6.967443008065542E-03,  8.564384176744380E-04,  2.203575952803504E+00,  3.379528341607878E+02,  1.306990314996013E+02,  2.459200654830596E+06,  1.202429051671923E+03,  1.406125053772376E+00,  1.425889299229807E+00,  8.624474712780178E-04,  8.684565248815977E-04,  2.993939638263367E-01,
2459211.614000000, A.D. 2020-Dec-28 02:44:09.6000,  5.757681876402563E-03,  8.551336657824990E-04,  2.220751099477577E+00,  3.380865543239111E+02,  1.908507133933067E+02,  2.459211610991263E+06,  1.207385065973951E+03,  3.632703891197940E+00,  3.674810119302771E+00,  8.600857660096041E-04,  8.650378662367092E-04,  2.981650263411217E-01,
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  6.545647578558012E-03,  8.553102213506380E-04,  2.224561886885885E+00,  3.376431164802283E+02,  2.509243248501654E+02,  2.459222566613694E+06,  1.205576635006365E+03,  6.493604765187316E+00,  6.579127593669341E+00,  8.609456682794815E-04,  8.665811152083250E-04,  2.986122902075815E-01,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  6.721066876051002E-03,  8.550090637540014E-04,  2.207329840617723E+00,  3.375639315362603E+02,  3.225117323209361E+02,  2.459233532032821E+06,  1.205894179896582E+03,  3.575486322711301E+02,  3.575154119674734E+02,  8.607945212981845E-04,  8.665799788423678E-04,  2.985336574315948E-01,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  7.893608687780725E-03,  8.555244711430438E-04,  2.205442812487280E+00,  3.380246708988312E+02,  1.334545623132444E+01,  2.459244480791910E+06,  1.202671880212013E+03,  8.668967117247034E+00,  8.806646717645989E+00,  8.623313775969893E-04,  8.691382840509348E-04,  2.993335139227977E-01,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  6.053741968295579E-03,  8.539885662885145E-04,  2.223511713084701E+00,  3.380377918087996E+02,  9.233907317510426E+01,  2.459255452394058E+06,  1.209273986893366E+03,  3.522678328328028E+02,  3.521737947661134E+02,  8.591898801245595E-04,  8.643911939606046E-04,  2.976992839520535E-01,
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  8.819489845759594E-03,  8.564604523458472E-04,  2.222698209284802E+00,  3.375738999317729E+02,  1.490190217379894E+02,  2.459266405240452E+06,  1.199020477276860E+03,  3.585126728799884E+02,  3.584861487117186E+02,  8.640812077838082E-04,  8.717019632217693E-04,  3.002450807325739E-01,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  5.782056982954743E-03,  8.543812339309657E-04,  2.204909997189910E+00,  3.376190875571002E+02,  2.120034591771973E+02,  2.459277363669637E+06,  1.208935927875133E+03,  3.579815164264808E+02,  3.579580095382866E+02,  8.593500448586432E-04,  8.643188557863207E-04,  2.977825306530085E-01,
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  7.575121283353557E-03,  8.561349980619560E-04,  2.207902901111340E+00,  3.380845198364680E+02,  2.816753617685708E+02,  2.459288327977952E+06,  1.201964187897657E+03,  3.504107868479047E+02,  3.502648230829874E+02,  8.626698266261386E-04,  8.692046551903212E-04,  2.995097554692308E-01,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  6.285573662330968E-03,  8.556329488367807E-04,  2.225582842530532E+00,  3.379708093425507E+02,  3.369863928131290E+02,  2.459299279930030E+06,  1.205367791012645E+03,  3.576736038828354E+02,  3.576441351805965E+02,  8.610451113105130E-04,  8.664572737842451E-04,  2.986640282610832E-01,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  6.521950313540356E-03,  8.561103757318711E-04,  2.219725890664880E+00,  3.375285933050413E+02,  3.969860489858163E+01,  2.459310237723423E+06,  1.203929936534510E+03,  3.579251191612536E+02,  3.578978383518718E+02,  8.617305394941118E-04,  8.673507032563525E-04,  2.990207229469296E-01,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  5.590838119601107E-03,  8.552796949150176E-04,  2.203391219399802E+00,  3.377048447680086E+02,  1.042626432621225E+02,  2.459321197545568E+06,  1.207379710345984E+03,  3.557191530600327E+02,  3.556709950221943E+02,  8.600883094215548E-04,  8.648969239280921E-04,  2.981663489250114E-01,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  7.647593566920608E-03,  8.566990230214174E-04,  2.211166898588792E+00,  3.381172662557545E+02,  1.591145462085104E+02,  2.459332149556992E+06,  1.200645848918225E+03,  2.933188362662932E+00,  2.978464511648351E+00,  8.633011997227319E-04,  8.699033764240464E-04,  2.998386246238706E-01,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  5.283505656352616E-03,  8.542664548371762E-04,  2.226659826663212E+00,  3.378847628058157E+02,  2.155623191061196E+02,  2.459343102391432E+06,  1.210089214706048E+03,  9.207045884824646E+00,  9.304554141011671E+00,  8.588039503666364E-04,  8.633414458960966E-04,  2.974987262302393E-01,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  8.198109839036218E-03,  8.562330876065947E-04,  2.216295659333380E+00,  3.374989331413968E+02,  2.912319565243924E+02,  2.459354070910567E+06,  1.200626233129854E+03,  3.565054964723338E+02,  3.564476438456400E+02,  8.633106027531698E-04,  8.703881178997450E-04,  2.998435233765745E-01,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  7.023801605934093E-03,  8.546764047740143E-04,  2.202423029899483E+00,  3.377942653940721E+02,  3.377510184433697E+02,  2.459365015984200E+06,  1.206046705176151E+03,  1.207952280417389E+01,  1.224941470875086E+01,  8.607219449532395E-04,  8.667674851324649E-04,  2.984959027332359E-01,
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  7.520382915307107E-03,  8.551500507794664E-04,  2.214674339095773E+00,  3.381336086399282E+02,  5.848110577455498E+01,  2.459375989286822E+06,  1.204141005455439E+03,  3.536339213500386E+02,  3.535374667992253E+02,  8.616298370856038E-04,  8.681096233917413E-04,  2.989683088350921E-01,
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  7.666764432110571E-03,  8.554140893154039E-04,  2.227102559367700E+00,  3.377967009493201E+02,  1.137886822746378E+02,  2.459386941085274E+06,  1.203317263419569E+03,  1.100705187587127E+00,  1.117745051201990E+00,  8.620230167196508E-04,  8.686319441238977E-04,  2.991729703743777E-01,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  7.627104790584149E-03,  8.557157959640315E-04,  2.213053509306143E+00,  3.374938266127749E+02,  1.821350439474631E+02,  2.459397903659946E+06,  1.202753024880377E+03,  3.555979882536942E+02,  3.555302615558770E+02,  8.622925919227709E-04,  8.688693878815102E-04,  2.993133191544496E-01,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  6.297693354076017E-03,  8.551194315833499E-04,  2.202648947343328E+00,  3.378812811609243E+02,  2.427349065441711E+02,  2.459408860403595E+06,  1.206431655738270E+03,  3.571002275883729E+02,  3.570634302158554E+02,  8.605388413252884E-04,  8.659582510672270E-04,  2.984006580793006E-01,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  7.832228905045658E-03,  8.566186658000844E-04,  2.218033907392849E+00,  3.381211712064053E+02,  3.113350264459979E+02,  2.459419823639423E+06,  1.200479680551427E+03,  3.508290276903410E+02,  3.506845866825734E+02,  8.633808623462157E-04,  8.701430588923468E-04,  2.998801277791207E-01,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  5.978933473823517E-03,  8.554525074271759E-04,  2.226269533555310E+00,  3.377133710164924E+02,  3.553948848718936E+02,  2.459430766065159E+06,  1.206307332979122E+03,  9.571856486758271E+00,  9.686629309702250E+00,  8.605979654100708E-04,  8.657434233929659E-04,  2.984314114305651E-01,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  6.517867828322159E-03,  8.558048788920371E-04,  2.209719103081572E+00,  3.375243202423731E+02,  8.019059880001568E+01,  2.459441742273642E+06,  1.204582069648736E+03,  3.476245545812438E+02,  3.474631995391702E+02,  8.614194973203106E-04,  8.670341157485839E-04,  2.988588399833796E-01,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  7.269372834680042E-03,  8.561912624889481E-04,  2.204004940676795E+00,  3.379701934139444E+02,  1.183745909530723E+02,  2.459452680553181E+06,  1.202401153308437E+03,  1.135886567762849E+01,  1.152440366282966E+01,  8.624608116843826E-04,  8.687303608798170E-04,  2.994009104278142E-01,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  5.922610536268967E-03,  8.549714705484144E-04,  2.221300962850280E+00,  3.380782763812311E+02,  1.924057097413930E+02,  2.459463648149630E+06,  1.207428157422271E+03,  3.598193331546979E+02,  3.598171771630026E+02,  8.600653023701109E-04,  8.651591341918073E-04,  2.981543852419023E-01,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  7.433795887279339E-03,  8.556397598501232E-04,  2.224372454214186E+00,  3.376320893509650E+02,  2.488972629499004E+02,  2.459474600819105E+06,  1.203264850446870E+03,  6.233989457395713E+00,  6.327353170659205E+00,  8.620480490921015E-04,  8.684563383340797E-04,  2.991860020396197E-01,
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  7.406246241235990E-03,  8.552922618779771E-04,  2.206811546693350E+00,  3.375712874731807E+02,  3.158053728779121E+02,  2.459485562405305E+06,  1.204048366911365E+03,  1.920090356451717E+00,  1.948791819921104E+00,  8.616740319381903E-04,  8.680558019984033E-04,  2.989913112240459E-01,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  7.198779055907907E-03,  8.548777890602794E-04,  2.205842903385346E+00,  3.380402131109340E+02,  1.210366175688310E+01,  2.459496515688934E+06,  1.205301907231714E+03,  7.606739568626071E+00,  7.716918898393017E+00,  8.610764884508743E-04,  8.672751878414691E-04,  2.986803537271691E-01,
2459507.480000000, A.D. 2021-Oct-19 23:31:12.0000,  7.589446716210101E-03,  8.551798894814004E-04,  2.223971051396618E+00,  3.380280490676467E+02,  9.131344727685345E+01,  2.459507487456016E+06,  1.203952303871925E+03,  3.510233118708879E+02,  3.508863294342488E+02,  8.617198664924446E-04,  8.682598435034887E-04,  2.990151676625692E-01,
2459518.438000000, A.D. 2021-Oct-30 22:30:43.2000,  7.990679980738342E-03,  8.558941449276549E-04,  2.222321464814786E+00,  3.375665307919528E+02,  1.382282877196930E+02,  2.459518432220268E+06,  1.201716393737775E+03,  6.945598806767719E+00,  7.057435611698656E+00,  8.627884110111345E-04,  8.696826770946142E-04,  2.995715144404989E-01,
2459529.396000000, A.D. 2021-Nov-10 21:30:14.4000,  5.920391676053555E-03,  8.545266406274241E-04,  2.204595112325733E+00,  3.376333152999662E+02,  2.205463464039443E+02,  2.459529406598216E+06,  1.208375128854492E+03,  3.471933789254967E+02,  3.470419054145485E+02,  8.596159034669127E-04,  8.647051663064013E-04,  2.979207295844220E-01,
2459540.354000000, A.D. 2021-Nov-21 20:29:45.6000,  7.986027857658104E-03,  8.568853445394676E-04,  2.208588553994185E+00,  3.380938891557728E+02,  2.702682356542885E+02,  2.459540354454745E+06,  1.199640312660885E+03,  3.594544690800470E+02,  3.594456681453970E+02,  8.637835439847161E-04,  8.706817434299645E-04,  3.000899487959814E-01,
2459551.312000000, A.D. 2021-Dec-02 19:29:16.8000,  5.428390623268184E-03,  8.551449332164990E-04,  2.225790585147037E+00,  3.379528996352491E+02,  3.330274343929098E+02,  2.459551312532079E+06,  1.207961066623939E+03,  3.593572694241044E+02,  3.593502439298584E+02,  8.598123304086598E-04,  8.644797276008204E-04,  2.980228501951172E-01,
2459562.270000000, A.D. 2021-Dec-13 18:28:48.0000,  6.602271477792105E-03,  8.562073480418310E-04,  2.219113032060467E+00,  3.375288019832606E+02,  3.603943098567638E+01,  2.459562270587030E+06,  1.203579434269983E+03,  3.592934628321584E+02,  3.592840559667356E+02,  8.618978315115906E-04,  8.675883149813502E-04,  2.991078027337298E-01,
2459573.228000000, A.D. 2021-Dec-24 17:28:19.2000,  6.127817667404006E-03,  8.556072347737745E-04,  2.203352026661430E+00,  3.377205172622773E+02,  9.657838881165773E+01,  2.459573227107185E+06,  1.205709189357615E+03,  1.076475468974991E+00,  1.089769362201884E+00,  8.608825661723254E-04,  8.661578975708763E-04,  2.985794610985781E-01,
2459584.186000000, A.D. 2022-Jan-04 16:27:50.4000,  6.842430881891092E-03,  8.556760877812759E-04,  2.211777306198516E+00,  3.381227393000324E+02,  1.494039456652473E+02,  2.459584177442993E+06,  1.204263662580501E+03,  1.030489265306622E+01,  1.044634441120563E+01,  8.615713300570100E-04,  8.674665723327440E-04,  2.989378582000810E-01,
2459595.144000000, A.D. 2022-Jan-15 15:27:21.6000,  5.721687337794025E-03,  8.544642783848662E-04,  2.226847253892807E+00,  3.378707600499496E+02,  2.234128079131045E+02,  2.459595144718939E+06,  1.208869786243503E+03,  3.591308957102525E+02,  3.591208789939616E+02,  8.593813900023789E-04,  8.642985016198915E-04,  2.977988234106506E-01,
