            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459069.160000000, A.D. 2020-Aug-07 15:50:24.0000,  7.260641531167546E-03,  1.249412788104902E-02,  1.965965216569205E+00,  3.368920109732421E+02,  3.007489244776137E+01,  2.459068396249922E+06,  2.156827788450509E+01,  1.647277392475960E+01,  1.671076784558419E+01,  1.258550673393220E-02,  1.267688558681537E-02,  1.669117960774366E+01,
2459080.118000000, A.D. 2020-Aug-18 14:49:55.2000,  7.351233781843484E-03,  1.249279665942678E-02,  1.966025581332519E+00,  3.368937888270823E+02,  2.906805905736513E+01,  2.459085039069122E+06,  2.156877270344755E+01,  2.538585786398660E+02,  2.530514864078354E+02,  1.258531424667204E-02,  1.267783183391729E-02,  1.669079668786429E+01,
2459091.076000000, A.D. 2020-Aug-29 13:49:26.4000,  7.318106320066838E-03,  1.249288158943768E-02,  1.966063337978353E+00,  3.368938010889831E+02,  2.963934154220940E+01,  2.459085065439209E+06,  2.156963247151348E+01,  1.296455872065785E+02,  1.302875476853969E+02,  1.258497980972112E-02,  1.267707803000455E-02,  1.669013139076170E+01,
2459102.034000000, A.D. 2020-Sep-09 12:48:57.6000,  7.287109633983782E-03,  1.249375270959512E-02,  1.966114134042479E+00,  3.368940654261710E+02,  2.856854961984767E+01,  2.459101705163391E+06,  2.156838679059002E+01,  7.092475167274690E+00,  7.196518739131629E+00,  1.258546436824109E-02,  1.267717602688706E-02,  1.669109532832854E+01,
2459112.992000000, A.D. 2020-Sep-20 11:48:28.8000,  7.181483092837875E-03,  1.249513605983429E-02,  1.966166477757383E+00,  3.368968939677599E+02,  2.877052028834866E+01,  2.459118403995613E+06,  2.156824699605423E+01,  2.432727418858330E+02,  2.425407051065179E+02,  1.258551874995166E-02,  1.267590144006903E-02,  1.669120351161870E+01,
2459123.950000000, A.D. 2020-Oct-01 10:48:00.0000,  7.191703188018678E-03,  1.249505912078957E-02,  1.966167733318199E+00,  3.368973404873140E+02,  3.032171945315753E+01,  2.459118474549426E+06,  2.156811316972461E+01,  1.180951376375836E+02,  1.188190542227416E+02,  1.258557081051056E-02,  1.267608250023154E-02,  1.669130707758599E+01,
2459134.908000000, A.D. 2020-Oct-12 09:47:31.2000,  7.293579680771110E-03,  1.249329680845670E-02,  1.966235490516021E+00,  3.368996831630139E+02,  2.917846846798695E+01,  2.459135111619025E+06,  2.156935653025369E+01,  3.556080686396221E+02,  3.555434786516760E+02,  1.258508714433334E-02,  1.267687748020999E-02,  1.669034491108047E+01,
2459145.866000000, A.D. 2020-Oct-23 08:47:02.4000,  7.233618528744569E-03,  1.249427025085854E-02,  1.966247471536851E+00,  3.369008915831998E+02,  2.872198445640213E+01,  2.459151779973122E+06,  2.156878988046864E+01,  2.324427563682702E+02,  2.317892578874321E+02,  1.258530756484958E-02,  1.267634487884062E-02,  1.669078339559484E+01,
2459156.824000000, A.D. 2020-Nov-03 07:46:33.6000,  7.115436098975646E-03,  1.249647154428063E-02,  1.966291175606870E+00,  3.369036865235541E+02,  3.019346318422251E+01,  2.459151846568850E+06,  2.156694154928923E+01,  1.073479666737167E+02,  1.081241631626254E+02,  1.258602661238103E-02,  1.267558168048143E-02,  1.669221383000708E+01,
2459167.782000000, A.D. 2020-Nov-14 06:46:04.8000,  7.245214291880707E-03,  1.249397960343138E-02,  1.966290051877798E+00,  3.369046434216199E+02,  3.003206798726646E+01,  2.459168529090042E+06,  2.156916461144392E+01,  3.438858919104341E+02,  3.436534364958200E+02,  1.258516179755264E-02,  1.267634399167390E-02,  1.669049341897068E+01,
