            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459091.076000000, A.D. 2020-Aug-29 13:49:26.4000,  2.129650383476689E-01,  6.138936148077115E-02,  3.032963534944961E+01,  9.059885422647892E+01,  2.052938638938477E+02,  2.459122312363400E+06,  1.398008472765232E+00,  3.163312993081159E+02,  2.959573401693955E+02,  7.800080615464397E-02,  9.461225082851681E-02,  2.575091689451119E+02,
2459102.034000000, A.D. 2020-Sep-09 12:48:57.6000,  2.143361008955582E-01,  6.144016557667868E-02,  3.031563372023441E+01,  9.061356308749953E+01,  2.048138271872833E+02,  2.459122091014592E+06,  1.392627834517917E+00,  3.320680432018910E+02,  3.172255707300559E+02,  7.820158931409824E-02,  9.496301305151780E-02,  2.585040964118174E+02,
2459112.992000000, A.D. 2020-Sep-20 11:48:28.8000,  2.155293350775304E-01,  6.147659855382232E-02,  3.029534887623882E+01,  9.061802533049310E+01,  2.043717059435529E+02,  2.459121888283088E+06,  1.388221469421786E+00,  3.476499888187260E+02,  3.405364129080957E+02,  7.836698209728230E-02,  9.525736564074228E-02,  2.593246163740322E+02,
2459123.950000000, A.D. 2020-Oct-01 10:48:00.0000,  2.159060776088591E-01,  6.148543396810444E-02,  3.027338036994489E+01,  9.060470002187583E+01,  2.040085081192470E+02,  2.459121717688109E+06,  1.386922544723943E+00,  3.096043689214966E+00,  4.914912719339979E+00,  7.841590428427368E-02,  9.534637460044294E-02,  2.595674872901106E+02,
2459134.908000000, A.D. 2020-Oct-12 09:47:31.2000,  2.152354605877141E-01,  6.146475559834648E-02,  3.025568104614842E+01,  9.057437145600801E+01,  2.036404130306210E+02,  2.459121537581626E+06,  1.389403081471484E+00,  1.857690048941904E+01,  2.901481628072220E+01,  7.832254454868429E-02,  9.518033349902208E-02,  2.591040748367511E+02,
2459145.866000000, A.D. 2020-Oct-23 08:47:02.4000,  2.139537030840934E-01,  6.141876602255963E-02,  3.024617934169281E+01,  9.053634965654271E+01,  2.032070693444307E+02,  2.459121320949313E+06,  1.394373111470405E+00,  3.422495869798450E+01,  5.159564383024370E+01,  7.813632131280224E-02,  9.485387660304483E-02,  2.581805379339035E+02,
2459156.824000000, A.D. 2020-Nov-03 07:46:33.6000,  2.126705216525644E-01,  6.136717193373930E-02,  3.024453106417837E+01,  9.050331293350999E+01,  2.027803027865859E+02,  2.459121102798159E+06,  1.399552016142161E+00,  4.999368005520923E+01,  7.191216792823842E+01,  7.794344505243961E-02,  9.451971817113992E-02,  2.572251662302151E+02,
2459167.782000000, A.D. 2020-Nov-14 06:46:04.8000,  2.116287183378173E-01,  6.134782855485445E-02,  3.024650966866189E+01,  9.048527181282013E+01,  2.025061884016154E+02,  2.459120945244151E+06,  1.402994088198758E+00,  6.571169156632843E+01,  8.976446505964745E+01,  7.781590981537302E-02,  9.428399107589160E-02,  2.565940961748370E+02,
2459178.740000000, A.D. 2020-Nov-25 05:45:36.0000,  2.106680859977362E-01,  6.140136835886816E-02,  3.024598839645709E+01,  9.048606653687158E+01,  2.024900726029444E+02,  2.459120882529942E+06,  1.403721201358982E+00,  8.121575737753523E+01,  1.053357172492760E+02,  7.778903560041797E-02,  9.417670284196777E-02,  2.564611830693117E+02,
2459189.698000000, A.D. 2020-Dec-06 04:45:07.2000,  2.094952377086660E-01,  6.155239008925821E-02,  3.023704583561406E+01,  9.050316837547035E+01,  2.027474304219939E+02,  2.459120906513215E+06,  1.401676506903861E+00,  9.642341090103089E+01,  1.190038419458558E+02,  7.786466701458478E-02,  9.417694393991133E-02,  2.568352956098249E+02,
