            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459069.160000000, A.D. 2020-Aug-07 15:50:24.0000,  9.766227935774268E-04,  3.896594257928604E-03,  9.790969834459040E+01,  1.677205875867247E+02,  2.242806274425549E+02,  2.459066340173618E+06,  2.673441437125924E+01,  7.538640695166845E+01,  7.549473252916671E+01,  3.900403480872173E-03,  3.904212703815741E-03,  1.346578963730797E+01,
2459080.118000000, A.D. 2020-Aug-18 14:49:55.2000,  1.154399050899207E-03,  3.895707429522313E-03,  9.790966320235908E+01,  1.677205792264312E+02,  2.225052167112853E+02,  2.459079738074962E+06,  2.673640551765445E+01,  1.015782987400642E+01,  1.018119277210805E+01,  3.900209828046118E-03,  3.904712226569922E-03,  1.346478679650062E+01,
2459091.076000000, A.D. 2020-Aug-29 13:49:26.4000,  1.914040174956642E-03,  3.892675182339381E-03,  9.790971662031943E+01,  1.677203840161547E+02,  2.150331030046781E+02,  2.459092920602183E+06,  2.673712142059200E+01,  3.106806474431394E+02,  3.105140558203539E+02,  3.900140207384278E-03,  3.907605232429175E-03,  1.346442626851896E+01,
2459102.034000000, A.D. 2020-Sep-09 12:48:57.6000,  2.002549712992679E-03,  3.892277991914992E-03,  9.790968538281372E+01,  1.677203675501313E+02,  2.096006068929246E+02,  2.459106181938662E+06,  2.673765713107360E+01,  2.490938382510111E+02,  2.488796620252933E+02,  3.900088112244814E-03,  3.907898232574637E-03,  1.346415649790124E+01,
2459112.992000000, A.D. 2020-Sep-20 11:48:28.8000,  2.368209970859411E-03,  3.890037504616966E-03,  9.790968976278656E+01,  1.677203616154557E+02,  2.038714031808313E+02,  2.459119429640750E+06,  2.674605387072042E+01,  1.878185137032294E+02,  1.877817047266147E+02,  3.899271798970378E-03,  3.908506093323791E-03,  1.345992951857848E+01,
2459123.950000000, A.D. 2020-Oct-01 10:48:00.0000,  2.421954378335613E-03,  3.890719631647544E-03,  9.790964019746556E+01,  1.677202717962030E+02,  1.889615840748880E+02,  2.459118872508134E+06,  2.673685974206985E+01,  1.357561878617113E+02,  1.359494085757237E+02,  3.900165654931740E-03,  3.909611678215937E-03,  1.346455804731429E+01,
2459134.908000000, A.D. 2020-Oct-12 09:47:31.2000,  2.514972174085746E-03,  3.890589463807893E-03,  9.790960172838159E+01,  1.677202570793901E+02,  1.854143771809023E+02,  2.459132204188995E+06,  2.673446189678323E+01,  7.228493229780102E+01,  7.255972292026641E+01,  3.900398858404617E-03,  3.910208253001340E-03,  1.346576569933941E+01,
2459145.866000000, A.D. 2020-Oct-23 08:47:02.4000,  2.308424911717937E-03,  3.891353663677099E-03,  9.790971274708804E+01,  1.677201736106082E+02,  1.668189396492802E+02,  2.459144971307490E+06,  2.673488871219104E+01,  2.391950469036836E+01,  2.402704105691438E+01,  3.900357345738605E-03,  3.909361027800110E-03,  1.346555072196133E+01,
2459156.824000000, A.D. 2020-Nov-03 07:46:33.6000,  2.237704685455770E-03,  3.891716704576728E-03,  9.790968768609649E+01,  1.677201524883365E+02,  1.626392945309130E+02,  2.459158279409705E+06,  2.673399009221609E+01,  3.210910913583884E+02,  3.209296856779281E+02,  3.900444748064833E-03,  3.909172791552938E-03,  1.346600334473895E+01,
2459167.782000000, A.D. 2020-Nov-14 06:46:04.8000,  1.594503821883417E-03,  3.894245838686572E-03,  9.790971657756424E+01,  1.677199637375969E+02,  1.465625822770372E+02,  2.459171140944164E+06,  2.673378038726189E+01,  2.702027243865220E+02,  2.700200078725674E+02,  3.900465145267824E-03,  3.906684451849077E-03,  1.346610897467882E+01,
2459178.740000000, A.D. 2020-Nov-25 05:45:36.0000,  1.417139244091566E-03,  3.894743605184332E-03,  9.790969178996068E+01,  1.677199537627725E+02,  1.463492094527679E+02,  2.459184597087423E+06,  2.673577824536048E+01,  2.034062094945076E+02,  2.033418043461029E+02,  3.900270832043006E-03,  3.905798058901680E-03,  1.346510270605164E+01,
2459189.698000000, A.D. 2020-Dec-06 04:45:07.2000,  6.549044104903073E-04,  3.897616536055929E-03,  9.790967416624387E+01,  1.677198762975499E+02,  1.544159042938854E+02,  2.459184896249480E+06,  2.673680709163391E+01,  1.283834773545460E+02,  1.284422743615910E+02,  3.900170775098206E-03,  3.902725014140482E-03,  1.346458456188084E+01,
2459200.656000000, A.D. 2020-Dec-17 03:44:38.4000,  6.202930997276636E-04,  3.897686755497291E-03,  9.790964725196501E+01,  1.677198678792799E+02,  1.725335056239344E+02,  2.459199038555253E+06,  2.673747355068083E+01,  4.324638612805067E+01,  4.329511342558971E+01,  3.900105964315163E-03,  3.902525173133034E-03,  1.346424894325265E+01,
2459211.614000000, A.D. 2020-Dec-28 02:44:09.6000,  5.666727007503356E-04,  3.896987041784423E-03,  9.790967013999017E+01,  1.677198005753800E+02,  2.163262310530134E+02,  2.459214139502979E+06,  2.674682749792801E+01,  2.924508074801460E+02,  2.923907769827098E+02,  3.899196610058202E-03,  3.901406178331980E-03,  1.345954020258620E+01,
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  1.179892250533761E-03,  3.895502698450159E-03,  9.790973215861464E+01,  1.677197469301122E+02,  2.213787912801193E+02,  2.459227791993770E+06,  2.673748962261554E+01,  2.204304707434516E+02,  2.203428848654059E+02,  3.900104401409655E-03,  3.904706104369150E-03,  1.346424084987765E+01,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  1.347162770970300E-03,  3.895079954243721E-03,  9.790970087911622E+01,  1.677197387744082E+02,  2.243196379125185E+02,  2.459227901604841E+06,  2.673512525775877E+01,  1.504758495704368E+02,  1.505518120009509E+02,  3.900334339460178E-03,  3.905588724676636E-03,  1.346543158220382E+01,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  2.059448387989893E-03,  3.892256211281430E-03,  9.790972955493922E+01,  1.677195412022450E+02,  2.100959579972702E+02,  2.459240831905633E+06,  2.673559499133177E+01,  9.774785823911289E+01,  9.798161744724850E+01,  3.900288654463561E-03,  3.908321097645691E-03,  1.346519500002598E+01,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  2.197065467843681E-03,  3.891826315036165E-03,  9.790969501003902E+01,  1.677195279488915E+02,  2.068778663377564E+02,  2.459254175587470E+06,  2.673449396026409E+01,  3.396383610469397E+01,  3.410481056214284E+01,  3.900395739827064E-03,  3.908965164617962E-03,  1.346574954944252E+01,
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  2.512618727248188E-03,  3.890662051479025E-03,  9.790969558645014E+01,  1.677194599946564E+02,  1.878189707048716E+02,  2.459266925323016E+06,  2.673380833978796E+01,  3.460630504153482E+02,  3.459934905550090E+02,  3.900462426416567E-03,  3.910262801354108E-03,  1.346609489468852E+01,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  2.475487020635819E-03,  3.890616976653398E-03,  9.790966667417064E+01,  1.677194391678123E+02,  1.837583497201630E+02,  2.459280237746767E+06,  2.673576572724919E+01,  2.831147081420494E+02,  2.828382439421666E+02,  3.900272049488856E-03,  3.909927122324314E-03,  1.346510901062716E+01,
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  2.326414955950953E-03,  3.891165236304684E-03,  9.790977386635731E+01,  1.677193421820405E+02,  1.657229728393794E+02,  2.459293025551783E+06,  2.673610750617178E+01,  2.341918616574609E+02,  2.339760320696122E+02,  3.900238810204524E-03,  3.909312384104364E-03,  1.346493688046764E+01,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  2.155661864623455E-03,  3.891753841701380E-03,  9.790974862503167E+01,  1.677193283720273E+02,  1.629512708395091E+02,  2.459292922069673E+06,  2.673690482590002E+01,  1.699379042311469E+02,  1.699809483222647E+02,  3.900161270618333E-03,  3.908568699535286E-03,  1.346453534334566E+01,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  1.993968407932777E-03,  3.891461469903070E-03,  9.790971335509694E+01,  1.677192862233370E+02,  1.512070721055926E+02,  2.459305948507289E+06,  2.674641784161798E+01,  1.146750715317159E+02,  1.148824835760431E+02,  3.899236424147882E-03,  3.907011378392694E-03,  1.345974635301751E+01,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  1.408932503064191E-03,  3.894668937493620E-03,  9.790973558807055E+01,  1.677191314418205E+02,  1.476628182955780E+02,  2.459319277499190E+06,  2.673687670490585E+01,  5.124124587591787E+01,  5.136728302245205E+01,  3.900164005328008E-03,  3.905659073162396E-03,  1.346454950491450E+01,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  1.256123623444424E-03,  3.895476665828644E-03,  9.790970622180218E+01,  1.677191107463159E+02,  1.434702889690073E+02,  2.459332585358186E+06,  2.673469670708660E+01,  3.484143003354312E+02,  3.483853476083939E+02,  3.900376020288045E-03,  3.905275374747446E-03,  1.346564742979015E+01,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  5.791607947615372E-04,  3.898029949029462E-03,  9.790970031701971E+01,  1.677190470384528E+02,  1.738375910353909E+02,  2.459347183502880E+06,  2.673559304849455E+01,  2.510924847076237E+02,  2.510297134773880E+02,  3.900288843415814E-03,  3.902547737802166E-03,  1.346519597852239E+01,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  5.498492683871497E-04,  3.898241787952783E-03,  9.790967418312601E+01,  1.677190396906265E+02,  1.921025691927854E+02,  2.459347865367457E+06,  2.673458985833784E+01,  1.658248370692781E+02,  1.658402566618502E+02,  3.900386412568161E-03,  3.902531037183538E-03,  1.346570124724487E+01,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  1.262702911480707E-03,  3.895484270283888E-03,  9.790979231572770E+01,  1.677189163130923E+02,  2.247193990512600E+02,  2.459362547833212E+06,  2.673435424956217E+01,  6.625218881102369E+01,  6.638471623715103E+01,  3.900409328498950E-03,  3.905334386714012E-03,  1.346581991992179E+01,
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  1.423111746160788E-03,  3.894670339350697E-03,  9.790976172364635E+01,  1.677189065355486E+02,  2.216085481999885E+02,  2.459375895720152E+06,  2.673629280628196E+01,  2.360275865152551E+00,  2.367003795122067E+00,  3.900220789368668E-03,  3.905771239386639E-03,  1.346484355959082E+01,
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  2.128804855145375E-03,  3.891901712787639E-03,  9.790977636426976E+01,  1.677187138426265E+02,  2.098493626595244E+02,  2.459388917983923E+06,  2.673646043764766E+01,  3.071691840242091E+02,  3.069744841511807E+02,  3.900204487035700E-03,  3.908507261283761E-03,  1.346475913816488E+01,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  2.183005716948495E-03,  3.891594722301170E-03,  9.790974210320024E+01,  1.677186992135447E+02,  2.047820456747615E+02,  2.459402192948502E+06,  2.673744560530072E+01,  2.452175229500621E+02,  2.449906667661285E+02,  3.900108681850369E-03,  3.908622641399568E-03,  1.346426301578449E+01,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  2.538702882163300E-03,  3.889261259204728E-03,  9.790976623467593E+01,  1.677186928855114E+02,  1.972466733675901E+02,  2.459415372557772E+06,  2.674720349565089E+01,  1.857537975765210E+02,  1.857247240990277E+02,  3.899160068107648E-03,  3.909058877010567E-03,  1.345935099564843E+01,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  2.459154720076939E-03,  3.890558242874060E-03,  9.790972524704810E+01,  1.677186318663032E+02,  1.837084914126819E+02,  2.459414867363397E+06,  2.673702778175213E+01,  1.323118343568264E+02,  1.325197912068435E+02,  3.900149313467278E-03,  3.909740384060496E-03,  1.346447342384474E+01,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  2.526526618817357E-03,  3.890530375074007E-03,  9.790968932617035E+01,  1.677186182876852E+02,  1.799382324708359E+02,  2.459428190781507E+06,  2.673460642670643E+01,  6.906132973296536E+01,  6.933203406182614E+01,  3.900384801097610E-03,  3.910239227121214E-03,  1.346569290207989E+01,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  2.187257048266132E-03,  3.891805565760961E-03,  9.790980371645217E+01,  1.677184963526856E+02,  1.622097146630962E+02,  2.459440990296429E+06,  2.673510196906098E+01,  1.982952058807588E+01,  1.991476294336273E+01,  3.900336604489742E-03,  3.908867643218523E-03,  1.346544331181559E+01,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  2.092095706608546E-03,  3.892290329214147E-03,  9.790977352706200E+01,  1.677184771257158E+02,  1.580180492223803E+02,  2.459454297978044E+06,  2.673393152299127E+01,  3.170124250960394E+02,  3.168486501675870E+02,  3.900450444843645E-03,  3.908610560473142E-03,  1.346603284632486E+01,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  1.359723135279522E-03,  3.895154864119128E-03,  9.790977074222705E+01,  1.677183023935568E+02,  1.446902212528354E+02,  2.459467262265705E+06,  2.673384965679703E+01,  2.633767640367887E+02,  2.632220216500558E+02,  3.900458407654211E-03,  3.905761951189294E-03,  1.346607408291722E+01,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  1.183271749918403E-03,  3.895659972083492E-03,  9.790975142589483E+01,  1.677182925744840E+02,  1.461234579421346E+02,  2.459480779918192E+06,  2.673573479937466E+01,  1.949357605404125E+02,  1.949008632461471E+02,  3.900275057375797E-03,  3.904890142668101E-03,  1.346512458705344E+01,
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  5.419593164889160E-04,  3.898090467337264E-03,  9.790976100784769E+01,  1.677182322086655E+02,  1.790756349605914E+02,  2.459482009729038E+06,  2.673646319018208E+01,  9.502863476609332E+01,  9.509049600652305E+01,  3.900204219350150E-03,  3.902317971363036E-03,  1.346475775196010E+01,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  6.424191475088081E-04,  3.897606496131478E-03,  9.790973336114023E+01,  1.677182232316001E+02,  1.957468076955029E+02,  2.459496097894824E+06,  2.673741145527847E+01,  1.133947459070846E+01,  1.135396046191673E+01,  3.900112002759479E-03,  3.902617509387480E-03,  1.346428021284495E+01,
