            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2458959.580000000, A.D. 2020-Apr-20 01:55:12.0000,  6.394596814581619E-04,  1.275341801135204E-03,  9.769572800286521E+01,  1.676523706446145E+02,  1.957278313360493E+02,  2.458959939351134E+06,  1.428538938257186E+02,  3.086652913084429E+02,  3.086080476369572E+02,  1.276157852629137E-03,  1.276973904123069E-03,  2.520057314217834E+00,
2458970.538000000, A.D. 2020-May-01 00:54:43.2000,  6.399733411560961E-04,  1.275141663731539E-03,  9.769564074487836E+01,  1.676524833275553E+02,  1.721509954667179E+02,  2.458969856180846E+06,  1.428874170181821E+02,  9.742337776563934E+01,  9.749609111389417E+01,  1.275958242991482E-03,  1.276774822251424E-03,  2.519466076947774E+00,
2458981.496000000, A.D. 2020-May-11 23:54:14.4000,  7.528015676030498E-04,  1.275044237600335E-03,  9.769555133135225E+01,  1.676526611990769E+02,  1.771736303098449E+02,  2.458982492551663E+06,  1.428795941951638E+02,  2.176131028027591E+02,  2.175604924065438E+02,  1.276004816026109E-03,  1.276965394451882E-03,  2.519604020629177E+00,
2458992.454000000, A.D. 2020-May-22 22:53:45.6000,  7.173410825837867E-04,  1.275435457151980E-03,  9.769549662966966E+01,  1.676527935370535E+02,  1.647248544782022E+02,  2.458992487313263E+06,  1.428214623335907E+02,  3.552421510941913E+02,  3.552353268376549E+02,  1.276351036186035E-03,  1.277266615220090E-03,  2.520629561677092E+00,
2459003.412000000, A.D. 2020-Jun-02 21:53:16.8000,  6.539453738915592E-04,  1.275409249631143E-03,  9.769542400257257E+01,  1.676529904948426E+02,  1.796164494614077E+02,  2.459002673048738E+06,  1.428394562541517E+02,  1.055513964370796E+02,  1.056235738157144E+02,  1.276243843388485E-03,  1.277078437145826E-03,  2.520312030308058E+00,
2459014.370000000, A.D. 2020-Jun-13 20:52:48.0000,  4.212050637898175E-04,  1.276138407390959E-03,  9.769537519819612E+01,  1.676531504571713E+02,  1.665029963654360E+02,  2.459015183621291E+06,  1.427669102226132E+02,  2.438418021774747E+02,  2.437984891377951E+02,  1.276676149850095E-03,  1.277213892309232E-03,  2.521592709673833E+00,
2459025.328000000, A.D. 2020-Jun-24 19:52:19.2000,  6.538346089493094E-04,  1.275405774102955E-03,  9.769528780104757E+01,  1.676533419458251E+02,  1.668886058266502E+02,  2.459025267283834E+06,  1.428400638668327E+02,  8.672701133208591E+00,  8.684008034483513E+00,  1.276240224130824E-03,  1.277074674158694E-03,  2.520301309411495E+00,
2459036.286000000, A.D. 2020-Jul-05 18:51:50.4000,  5.345924495029519E-04,  1.276239186212175E-03,  9.769525868172168E+01,  1.676535013607673E+02,  1.930940248723783E+02,  2.459035531719944E+06,  1.427257114572755E+02,  1.076551576540045E+02,  1.077135202093370E+02,  1.276921818975205E-03,  1.277604451738235E-03,  2.522320584877693E+00,
2459047.244000000, A.D. 2020-Jul-16 17:51:21.6000,  7.582891685898923E-04,  1.275049279233617E-03,  9.769514453514918E+01,  1.676536721170118E+02,  1.787774027118172E+02,  2.459048033754121E+06,  1.428775697855213E+02,  2.471618505455761E+02,  2.470817985099210E+02,  1.276016869004321E-03,  1.276984458775025E-03,  2.519639720499229E+00,
2459058.202000000, A.D. 2020-Jul-27 16:50:52.8000,  5.312682298775391E-04,  1.275816649585085E-03,  9.769511038435496E+01,  1.676538292322269E+02,  1.797880912542490E+02,  2.459058122442045E+06,  1.427973335498447E+02,  1.136066384161391E+01,  1.137266383236279E+01,  1.276494810723626E-03,  1.277172971862167E-03,  2.521055478072626E+00,
2459069.160000000, A.D. 2020-Aug-07 15:50:24.0000,  6.710643291472450E-04,  1.274993485192066E-03,  9.769502689350006E+01,  1.676540115364346E+02,  1.487636783156836E+02,  2.459067987415840E+06,  1.429056579586155E+02,  1.675689108647673E+02,  1.675854508482078E+02,  1.275849662389850E-03,  1.276705839587634E-03,  2.519144484148090E+00,
2459080.118000000, A.D. 2020-Aug-18 14:49:55.2000,  6.555057092504457E-04,  1.275462292218945E-03,  9.769497687623739E+01,  1.676541861484914E+02,  1.583606283633459E+02,  2.459080655924884E+06,  1.428302114466468E+02,  2.831680751105196E+02,  2.830949211400645E+02,  1.276298913443418E-03,  1.277135534667890E-03,  2.520475159658189E+00,
2459091.076000000, A.D. 2020-Aug-29 13:49:26.4000,  4.708650892540884E-04,  1.275161239469349E-03,  9.769489275876842E+01,  1.676543492741868E+02,  1.500714819621921E+02,  2.459090679670950E+06,  1.429203957815406E+02,  5.664350460593205E+01,  5.668858775494956E+01,  1.275761951234384E-03,  1.276362662999419E-03,  2.518884712230115E+00,
2459102.034000000, A.D. 2020-Sep-09 12:48:57.6000,  4.522834023628766E-04,  1.275661514881884E-03,  9.769484154691722E+01,  1.676545489844757E+02,  1.825273779678627E+02,  2.459100988165991E+06,  1.428403136197394E+02,  1.493872577725692E+02,  1.494136373838791E+02,  1.276238736479846E-03,  1.276815958077808E-03,  2.520296902724322E+00,
2459112.992000000, A.D. 2020-Sep-20 11:48:28.8000,  2.482002930049985E-04,  1.275788546899656E-03,  9.769479274305854E+01,  1.676546967660621E+02,  1.883780669690428E+02,  2.459113630911116E+06,  1.428627223693225E+02,  2.687234185887459E+02,  2.686949841871775E+02,  1.276105276603214E-03,  1.276422006306773E-03,  2.519901581249051E+00,
2459123.950000000, A.D. 2020-Oct-01 10:48:00.0000,  4.577233284805238E-04,  1.275746629916637E-03,  9.769472138902290E+01,  1.676549068976648E+02,  1.715807515870515E+02,  2.459123594915359E+06,  1.428248528963036E+02,  5.071491167297810E+01,  5.075552389769602E+01,  1.276330836315277E-03,  1.276915042713918E-03,  2.520569723683692E+00,
2459134.908000000, A.D. 2020-Oct-12 09:47:31.2000,  5.817300857205510E-04,  1.275664824310740E-03,  9.769469525836033E+01,  1.676550400335338E+02,  1.975177433453035E+02,  2.459133857802441E+06,  1.428120109181316E+02,  1.499808252428408E+02,  1.500141542529136E+02,  1.276407348867211E-03,  1.277149873423682E-03,  2.520796378999057E+00,
2459145.866000000, A.D. 2020-Oct-23 08:47:02.4000,  7.006597332162078E-04,  1.275678239286145E-03,  9.769463048140797E+01,  1.676552558737845E+02,  1.785419407162800E+02,  2.459146327176185E+06,  1.427842676749707E+02,  2.941512961312768E+02,  2.940780080963900E+02,  1.276572682361200E-03,  1.277467125436254E-03,  2.521286174324834E+00,
