            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  8.747145837448640E-03,  2.981137207206358E+01,  1.770224325390054E+00,  1.317826868034130E+02,  2.724442075312060E+02,  2.468156691450806E+06,  5.979508256939517E-03,  3.065783589754227E+02,  3.057681792409866E+02,  3.007443756340997E+01,  3.033750305475636E+01,  6.020561968155191E+04,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  8.747032220940325E-03,  2.981136966740367E+01,  1.770224382284098E+00,  1.317826882551016E+02,  2.724452383920845E+02,  2.468156861456502E+06,  5.979510008471670E-03,  3.066428502469342E+02,  3.058333502406433E+02,  3.007443169042630E+01,  3.033749371344893E+01,  6.020560204598001E+04,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  8.746920707384802E-03,  2.981136715862093E+01,  1.770224440435506E+00,  1.317826897424019E+02,  2.724462906429039E+02,  2.468157034956684E+06,  5.979511772303055E-03,  3.067073205513053E+02,  3.058985008877584E+02,  3.007442577620553E+01,  3.033748439379014E+01,  6.020558428658186E+04,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  8.746811394289599E-03,  2.981136454710044E+01,  1.770224499797975E+00,  1.317826912642862E+02,  2.724473636528795E+02,  2.468157211847193E+06,  5.979513547134679E-03,  3.067717705232895E+02,  3.059636318132251E+02,  3.007441982510330E+01,  3.033747510310616E+01,  6.020556641643670E+04,
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  8.746704378558231E-03,  2.981136183433489E+01,  1.770224560327498E+00,  1.317826928197774E+02,  2.724484567643459E+02,  2.468157392019483E+06,  5.979515331640639E-03,  3.068362008240712E+02,  3.060287436747706E+02,  3.007441384156549E+01,  3.033746584879609E+01,  6.020554844889484E+04,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  8.746599754171212E-03,  2.981135902196744E+01,  1.770224621973162E+00,  1.317826944077134E+02,  2.724495692888351E+02,  2.468157575359952E+06,  5.979517124476219E-03,  3.069006121451633E+02,  3.060938371611133E+02,  3.007440783010105E+01,  3.033745663823465E+01,  6.020553039749584E+04,
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  8.746497612779862E-03,  2.981135611173267E+01,  1.770224684686648E+00,  1.317826960269898E+02,  2.724507005208134E+02,  2.468157761752234E+06,  5.979518924290258E-03,  3.069650051946270E+02,  3.061589129779840E+02,  3.007440179524052E+01,  3.033744747874837E+01,  6.020551227584422E+04,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  8.746398042787738E-03,  2.981135310547798E+01,  1.770224748416818E+00,  1.317826976764211E+02,  2.724518497348612E+02,  2.468157951076714E+06,  5.979520729727037E-03,  3.070293806999154E+02,  3.062239718510848E+02,  3.007439574152972E+01,  3.033743837758146E+01,  6.020549409759031E+04,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  8.746301130667804E-03,  2.981135000509374E+01,  1.770224813115315E+00,  1.317826993548846E+02,  2.724530162001499E+02,  2.468158143212918E+06,  5.979522539435383E-03,  3.070937393935239E+02,  3.062890145114674E+02,  3.007438967349922E+01,  3.033742934190469E+01,  6.020547587633862E+04,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  8.746206959997093E-03,  2.981134681255647E+01,  1.770224878730962E+00,  1.317827010611759E+02,  2.724541991718656E+02,  2.468158338038091E+06,  5.979524352064410E-03,  3.071580820215337E+02,  3.063540417042551E+02,  3.007438359567861E+01,  3.033742037880077E+01,  6.020545762569078E+04,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  8.746115612777404E-03,  2.981134352989266E+01,  1.770224945215733E+00,  1.317827027941637E+02,  2.724553978964668E+02,  2.468158535428073E+06,  5.979526166262432E-03,  3.072224093383754E+02,  3.064190541832294E+02,  3.007437751260018E+01,  3.033741149530770E+01,  6.020543935925644E+04,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  8.746027169721645E-03,  2.981134015918433E+01,  1.770225012521951E+00,  1.317827045527170E+02,  2.724566116092499E+02,  2.468158735256884E+06,  5.979527980672737E-03,  3.072867221093367E+02,  3.064840527133378E+02,  3.007437142881303E+01,  3.033740269844173E+01,  6.020542109069577E+04,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  8.745941710553606E-03,  2.981133670259434E+01,  1.770225080600768E+00,  1.317827063356661E+02,  2.724578395263343E+02,  2.468158937395407E+06,  5.979529793923224E-03,  3.073510211185598E+02,  3.065490380787477E+02,  3.007436534891787E+01,  3.033739399524140E+01,  6.020540283382394E+04,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  8.745859313862648E-03,  2.981133316236516E+01,  1.770225149402498E+00,  1.317827081418100E+02,  2.724590808453893E+02,  2.468159141711505E+06,  5.979531604628110E-03,  3.074153071682995E+02,  3.066140110821120E+02,  3.007435927756127E+01,  3.033738539275738E+01,  6.020538460259375E+04,
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  8.745780055504892E-03,  2.981132954085276E+01,  1.770225218875020E+00,  1.317827099698750E+02,  2.724603347414507E+02,  2.468159348069340E+06,  5.979533411392189E-03,  3.074795810829577E+02,  3.066789725487938E+02,  3.007435321942138E+01,  3.033737689799000E+01,  6.020536641105292E+04,
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  8.745704009339472E-03,  2.981132584050118E+01,  1.770225288966529E+00,  1.317827118185863E+02,  2.724616003712975E+02,  2.468159556330100E+06,  5.979535212811828E-03,  3.075438437047477E+02,  3.067439233224187E+02,  3.007434717920462E+01,  3.033736851790806E+01,  6.020534827333393E+04,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  8.745631246197689E-03,  2.981132206385061E+01,  1.770225359624319E+00,  1.317827136866357E+02,  2.724628768744689E+02,  2.468159766352164E+06,  5.979537007481862E-03,  3.076080958926262E+02,  3.068088642638894E+02,  3.007434116162251E+01,  3.033736025939441E+01,  6.020533020358466E+04,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  8.745561832656353E-03,  2.981131821354406E+01,  1.770225430791168E+00,  1.317827155725860E+02,  2.724641633753751E+02,  2.468159977991441E+06,  5.979538794004685E-03,  3.076723385201868E+02,  3.068737962493710E+02,  3.007433517136123E+01,  3.033735212917840E+01,  6.020531221587687E+04,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  8.745495831713128E-03,  2.981131429229555E+01,  1.770225502415402E+00,  1.317827174751365E+02,  2.724654589894169E+02,  2.468160191102415E+06,  5.979540570993707E-03,  3.077365724694043E+02,  3.069387201639057E+02,  3.007432921307002E+01,  3.033734413384449E+01,  6.020529432417139E+04,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  8.745433302504772E-03,  2.981131030287994E+01,  1.770225574444909E+00,  1.317827193929655E+02,  2.724667628267523E+02,  2.468160405538735E+06,  5.979542337078965E-03,  3.078007986270391E+02,  3.070036368978035E+02,  3.007432329134233E+01,  3.033733627980473E+01,  6.020527654226154E+04,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  8.745374300606732E-03,  2.981130624812687E+01,  1.770225646827509E+00,  1.317827213247400E+02,  2.724680739928413E+02,  2.468160621153300E+06,  5.979544090906238E-03,  3.078650178841170E+02,  3.070685473460882E+02,  3.007431741071887E+01,  3.033732857331086E+01,  6.020525888378217E+04,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  8.745318878050801E-03,  2.981130213092634E+01,  1.770225719515206E+00,  1.317827232692292E+02,  2.724693915866167E+02,  2.468160837797988E+06,  5.979545831135215E-03,  3.079292311376286E+02,  3.071334524102124E+02,  3.007431157569364E+01,  3.033732102046093E+01,  6.020524136222803E+04,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  8.745267083466948E-03,  2.981129795420593E+01,  1.770225792460899E+00,  1.317827252252174E+02,  2.724707147062871E+02,  2.468161055324582E+06,  5.979547556445051E-03,  3.079934392848884E+02,  3.071983529923418E+02,  3.007430579069541E+01,  3.033731362718489E+01,  6.020522399089782E+04,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  8.745218961269591E-03,  2.981129372098092E+01,  1.770225865616635E+00,  1.317827271914572E+02,  2.724720424379810E+02,  2.468161273582909E+06,  5.979549265526644E-03,  3.080576432347439E+02,  3.072632500067578E+02,  3.007430006011354E+01,  3.033730639924615E+01,  6.020520678297200E+04,
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  8.745174552896782E-03,  2.981128943428795E+01,  1.770225938937750E+00,  1.317827291667806E+02,  2.724733738699322E+02,  2.468161492423176E+06,  5.979550957091419E-03,  3.081218438935435E+02,  3.073281443655611E+02,  3.007429438826857E+01,  3.033729934224918E+01,  6.020518975142435E+04,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  8.745133894708979E-03,  2.981128509724862E+01,  1.770226012377370E+00,  1.317827311499519E+02,  2.724747080815908E+02,  2.468161711694174E+06,  5.979552629871170E-03,  3.081860421758669E+02,  3.073930369897074E+02,  3.007428877941273E+01,  3.033729246157684E+01,  6.020517290902350E+04,
2459507.480000000, A.D. 2021-Oct-19 23:31:12.0000,  8.745097018086448E-03,  2.981128071302705E+01,  1.770226085889155E+00,  1.317827331397409E+02,  2.724760441548657E+02,  2.468161931245135E+06,  5.979554282629955E-03,  3.082502389933406E+02,  3.074579287976918E+02,  3.007428323769006E+01,  3.033728576235308E+01,  6.020515626821322E+04,
2459518.438000000, A.D. 2021-Oct-30 22:30:43.2000,  8.745063949389280E-03,  2.981127628480982E+01,  1.770226159429932E+00,  1.317827351349946E+02,  2.724773811796279E+02,  2.468162150926640E+06,  5.979555914170501E-03,  3.083144352491200E+02,  3.075228206999740E+02,  3.007427776711494E+01,  3.033727924942006E+01,  6.020513984104789E+04,
2459529.396000000, A.D. 2021-Nov-10 21:30:14.4000,  8.745034709994820E-03,  2.981127181580676E+01,  1.770226232954006E+00,  1.317827371344831E+02,  2.724787182534062E+02,  2.468162370590547E+06,  5.979557523333625E-03,  3.083786318383496E+02,  3.075877135994356E+02,  3.007427237157402E+01,  3.033727292734128E+01,  6.020512363919842E+04,
2459540.354000000, A.D. 2021-Nov-21 20:29:45.6000,  8.745009316613440E-03,  2.981126730922638E+01,  1.770226306419889E+00,  1.317827391370826E+02,  2.724800544869072E+02,  2.468162590090923E+06,  5.979559109002771E-03,  3.084428296425513E+02,  3.076526083856778E+02,  3.007426705481102E+01,  3.033726680039566E+01,  6.020510767390646E+04,
2459551.312000000, A.D. 2021-Dec-02 19:29:16.8000,  8.744987781699123E-03,  2.981126276826240E+01,  1.770226379786002E+00,  1.317827411416588E+02,  2.724813890065066E+02,  2.468162809284430E+06,  5.979560670104339E-03,  3.085070295273154E+02,  3.077175059326465E+02,  3.007426182042563E+01,  3.033726087258887E+01,  6.020509195598114E+04,
2459562.270000000, A.D. 2021-Dec-13 18:28:48.0000,  8.744970114643716E-03,  2.981125819609412E+01,  1.770226453016843E+00,  1.317827431472358E+02,  2.724827209500949E+02,  2.468163028029662E+06,  5.979562205596771E-03,  3.085712323463534E+02,  3.077824071026169E+02,  3.007425667191010E+01,  3.033725514772608E+01,  6.020507649590900E+04,
2459573.228000000, A.D. 2021-Dec-24 17:28:19.2000,  8.744956321182372E-03,  2.981125359592505E+01,  1.770226526075124E+00,  1.317827451527820E+02,  2.724840494583213E+02,  2.468163246185680E+06,  5.979563714464321E-03,  3.086354389503197E+02,  3.078473127551645E+02,  3.007425161267010E+01,  3.033724962941515E+01,  6.020506130391665E+04,
2459584.186000000, A.D. 2022-Jan-04 16:27:50.4000,  8.744946404224954E-03,  2.981124897094707E+01,  1.770226598926717E+00,  1.317827471573455E+02,  2.724853736817543E+02,  2.468163463613203E+06,  5.979565195720299E-03,  3.086996501796713E+02,  3.079122237398683E+02,  3.007424664601390E+01,  3.033724432108073E+01,  6.020504638993811E+04,
2459595.144000000, A.D. 2022-Jan-15 15:27:21.6000,  8.744940361968033E-03,  2.981124432440180E+01,  1.770226671536648E+00,  1.317827491599442E+02,  2.724866927697212E+02,  2.468163680172770E+06,  5.979566648405695E-03,  3.087638668756483E+02,  3.079771409075811E+02,  3.007424177515695E+01,  3.033723922591210E+01,  6.020503176362877E+04,
2459606.102000000, A.D. 2022-Jan-26 14:26:52.8000,  8.744938188232482E-03,  2.981123965953953E+01,  1.770226743872152E+00,  1.317827511596505E+02,  2.724880058805429E+02,  2.468163895726433E+06,  5.979568071598479E-03,  3.088280898700985E+02,  3.080420651001102E+02,  3.007423700319069E+01,  3.033723434684185E+01,  6.020501743427155E+04,
