            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459211.614000000, A.D. 2020-Dec-28 02:44:09.6000,  1.498665715176765E-03,  7.146284586734398E-03,  2.314031267081317E+00,  3.402319190306657E+02,  5.742433737929616E+00,  2.459210028835859E+06,  5.029329826202326E+01,  7.972313292994814E+01,  7.989216850834062E+01,  7.157010553073447E-03,  7.167736519412497E-03,  7.158011354205375E+00,
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  1.551827911297495E-03,  7.146129948014477E-03,  2.314237464727976E+00,  3.402282677864387E+02,  3.404635638190854E+02,  2.459223836922597E+06,  5.029091410433879E+01,  2.963858863474750E+02,  2.962264484599344E+02,  7.157236747767429E-03,  7.168343547520380E-03,  7.158350696372437E+00,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  1.282364527976780E-03,  7.146927095000893E-03,  2.314456818745771E+00,  3.402232708381865E+02,  3.598331994606004E+02,  2.459231374907790E+06,  5.030285729116843E+01,  1.084072958791606E+02,  1.085466548690356E+02,  7.156103828709347E-03,  7.165280562417801E-03,  7.156651120555820E+00,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  1.239606451083064E-03,  7.145329056987733E-03,  2.314688244656220E+00,  3.402201659195842E+02,  7.996087553027148E+00,  2.459245846764888E+06,  5.032296497020350E+01,  2.916229221544802E+02,  2.914907944651008E+02,  7.154197446294482E-03,  7.163065835601230E-03,  7.153791518706377E+00,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  1.761362126056183E-03,  7.140852087671532E-03,  2.314872898667106E+00,  3.402149672604709E+02,  6.519592303359039E+00,  2.459252972617133E+06,  5.033083223399706E+01,  1.244874181163099E+02,  1.246535751808360E+02,  7.153451906930964E-03,  7.166051726190396E-03,  7.152673302247327E+00,
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  1.807606405121323E-03,  7.140606571824026E-03,  2.315050187487454E+00,  3.402113484047133E+02,  8.646341917093231E+00,  2.459267322633542E+06,  5.032993047805742E+01,  3.137652377263940E+02,  3.136154139524621E+02,  7.153537351760344E-03,  7.166468131696660E-03,  7.152801455923944E+00,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  1.784736773815626E-03,  7.141234622574178E-03,  2.315220375318268E+00,  3.402078809275212E+02,  3.569354788045760E+02,  2.459274245095706E+06,  5.032502051694340E+01,  1.568582725671704E+02,  1.569384840893978E+02,  7.154002634155327E-03,  7.166770645736477E-03,  7.153499319067248E+00,
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  1.779002685631175E-03,  7.142974765598625E-03,  2.315353657146335E+00,  3.402034395840387E+02,  5.143097806679355E+00,  2.459288716863706E+06,  5.030706513406859E+01,  3.400349516671064E+02,  3.399651989985697E+02,  7.155704783626281E-03,  7.168434801653936E-03,  7.156052515498532E+00,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  1.574696785286618E-03,  7.145811639279747E-03,  2.315524042685588E+00,  3.402009189133267E+02,  1.323273078737086E+01,  2.459296030517637E+06,  5.029254650795050E+01,  1.633241577569229E+02,  1.633758407439259E+02,  7.157081873097346E-03,  7.168352106914946E-03,  7.158118349467338E+00,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  2.426115401887103E-03,  7.139940011289855E-03,  2.315669762821803E+00,  3.401985507544617E+02,  7.892993157530598E+00,  2.459310235017613E+06,  5.029020045683912E+01,  4.940445078961420E-02,  4.964490167072746E-02,  7.157304457871092E-03,  7.174668904452330E-03,  7.158452277575729E+00,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  2.019023970307746E-03,  7.141672715315584E-03,  2.315850748614818E+00,  3.401969404975960E+02,  2.065847043418094E+00,  2.459324429305702E+06,  5.030267523155868E+01,  1.972554680076675E+02,  1.971870031869996E+02,  7.156121095341503E-03,  7.170569475367422E-03,  7.156677022500478E+00,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  2.052774423192900E-03,  7.139748314538411E-03,  2.316021416457056E+00,  3.401944762787048E+02,  3.584844505933711E+02,  2.459331511725871E+06,  5.032046121065981E+01,  3.221888948275420E+01,  3.234457664130466E+01,  7.154434755216321E-03,  7.169121195894232E-03,  7.154147464843547E+00,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  2.132978014555261E-03,  7.138077598687945E-03,  2.316241711921212E+00,  3.401921235457443E+02,  1.029176163498983E+01,  2.459346054700378E+06,  5.033206073297153E+01,  2.117871617182414E+02,  2.116587003285325E+02,  7.153335506053095E-03,  7.168593413418243E-03,  7.152498720644894E+00,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  2.200575930333494E-03,  7.137721485916747E-03,  2.316424931563808E+00,  3.401908825468639E+02,  4.885305117931888E+00,  2.459353102511332E+06,  5.033071278633366E+01,  4.859373285002545E+01,  4.878321253844541E+01,  7.153463224908004E-03,  7.169204963899262E-03,  7.152690277371774E+00,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  2.679919589208343E-03,  7.134658312752168E-03,  2.316648504716338E+00,  3.401881814090588E+02,  2.813360197039721E+00,  2.459367369631363E+06,  5.032684215100277E+01,  2.420524343226488E+02,  2.417815789505846E+02,  7.153830001912160E-03,  7.173001691072152E-03,  7.153240390482696E+00,
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  2.458672018729647E-03,  7.137983507673538E-03,  2.316828179530225E+00,  3.401860645787120E+02,  3.573202876633036E+02,  2.459374415320613E+06,  5.030841561969433E+01,  7.891777458765891E+01,  7.919442615274266E+01,  7.155576723942569E-03,  7.173169940211600E-03,  7.155860417497825E+00,
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  2.390709658815536E-03,  7.139940448600412E-03,  2.317019910923772E+00,  3.401832468577277E+02,  3.491946994759240E+02,  2.459388563972805E+06,  5.029287319845745E+01,  2.784263273626485E+02,  2.781552118220724E+02,  7.157050879266107E-03,  7.174161309931802E-03,  7.158071852038107E+00,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  2.341687775693159E-03,  7.140545305004267E-03,  2.317212286211591E+00,  3.401809148949781E+02,  5.325247342471449E+00,  2.459396037326987E+06,  5.029018968658843E+01,  9.367417915208372E+01,  9.394191406782693E+01,  7.157305479753108E-03,  7.174065654501949E-03,  7.158453810644625E+00,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  2.691748985282238E-03,  7.136927815135791E-03,  2.317470403598812E+00,  3.401774361955021E+02,  3.535217133261571E+02,  2.459410113242200E+06,  5.030194361177966E+01,  2.968588776615422E+02,  2.965832832389090E+02,  7.156190483608531E-03,  7.175453152081271E-03,  7.156781113239044E+00,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  2.772231213854918E-03,  7.134661005646433E-03,  2.317711746075116E+00,  3.401748785174739E+02,  3.511277323816076E+02,  2.459417220095939E+06,  5.031982646934324E+01,  1.306254419126944E+02,  1.308660075256505E+02,  7.154494919782421E-03,  7.174328833918411E-03,  7.154237708258508E+00,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  2.402134386428145E-03,  7.136353874996380E-03,  2.317947221275354E+00,  3.401707685080814E+02,  3.462897682013328E+02,  2.459431432754771E+06,  5.032992750227898E+01,  3.268449201569450E+02,  3.266939969830562E+02,  7.153537633730973E-03,  7.170721392465565E-03,  7.152801878836383E+00,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  2.492383416473901E-03,  7.135690271459120E-03,  2.318127368539646E+00,  3.401671462352158E+02,  3.465695169377022E+02,  2.459438593576504E+06,  5.033011797979594E+01,  1.579572248192574E+02,  1.580641036791800E+02,  7.153519585042301E-03,  7.171348898625481E-03,  7.152774808604962E+00,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  2.404169950583965E-03,  7.136752039575215E-03,  2.318355957116490E+00,  3.401634626885501E+02,  3.520744315568952E+02,  2.459453011160388E+06,  5.032556161445934E+01,  3.438374231213621E+02,  3.437605126123199E+02,  7.153951354449521E-03,  7.171150669323827E-03,  7.153422405057993E+00,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  2.636811457331465E-03,  7.136567020949633E-03,  2.318519703705385E+00,  3.401575363178030E+02,  3.458264875178216E+02,  2.459467196672552E+06,  5.030991499245565E+01,  1.814665855566845E+02,  1.814588775826527E+02,  7.155434552760536E-03,  7.174302084571439E-03,  7.155647153329213E+00,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  2.879468677149854E-03,  7.136460770550012E-03,  2.318703324874423E+00,  3.401542738087267E+02,  3.425465768893877E+02,  2.459474285432951E+06,  5.029267874441825E+01,  1.612217560930699E+01,  1.621411966122153E+01,  7.157069327498734E-03,  7.177677884447457E-03,  7.158099528352418E+00,
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  2.190508795782482E-03,  7.141630473902908E-03,  2.318851876987953E+00,  3.401498501454489E+02,  3.336478492954486E+02,  2.459488419291495E+06,  5.029015657492243E+01,  2.164069436761999E+02,  2.162582906360792E+02,  7.157308621392196E-03,  7.172986768881485E-03,  7.158458523859850E+00,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  2.433156938844538E-03,  7.138837416215453E-03,  2.318999425448118E+00,  3.401472178101806E+02,  3.435529101544729E+02,  2.459495768977224E+06,  5.030131931145256E+01,  3.787803910129720E+01,  3.804964096150659E+01,  7.156249694816500E-03,  7.173661973417547E-03,  7.156869937565146E+00,
2459507.480000000, A.D. 2021-Oct-19 23:31:12.0000,  2.410668389863446E-03,  7.137284105462829E-03,  2.319132308493377E+00,  3.401421069145456E+02,  3.432036165023343E+02,  2.459510071339471E+06,  5.031944257773892E+01,  2.296052422638257E+02,  2.293952673690170E+02,  7.154531307931149E-03,  7.171778510399469E-03,  7.154292288588712E+00,
2459518.438000000, A.D. 2021-Oct-30 22:30:43.2000,  2.586352407594845E-03,  7.135107457751757E-03,  2.319288784875319E+00,  3.401384597187784E+02,  3.340939402861940E+02,  2.459517045399471E+06,  5.032917210845124E+01,  7.008843170593521E+01,  7.036739446553491E+01,  7.153609212160622E-03,  7.172110966569485E-03,  7.152909235706442E+00,
2459529.396000000, A.D. 2021-Nov-10 21:30:14.4000,  2.402189266462285E-03,  7.136378665769097E-03,  2.319395078406461E+00,  3.401353268825549E+02,  3.334581941256261E+02,  2.459531340705032E+06,  5.032966109078810E+01,  2.621236548054088E+02,  2.618510942452171E+02,  7.153562877730945E-03,  7.170747089692792E-03,  7.152839740975153E+00,
2459540.354000000, A.D. 2021-Nov-21 20:29:45.6000,  2.090421146459893E-03,  7.138991285924521E-03,  2.319497090038930E+00,  3.401310219547589E+02,  3.282275065917428E+02,  2.459538392089244E+06,  5.032561762894920E+01,  9.873437055288049E+01,  9.897104257938653E+01,  7.153946046019754E-03,  7.168900806114988E-03,  7.153414443003563E+00,
